,userName,content,score,manualSentimentLabel
23543,Farhan Nafi' /Adikaharti_Mom,alhamdulillah.mudah memilih surat/juz.mau murotal/tdk tinggal do download sesuai kebutuhan.terimakasih,3,1
23599,RoeciQa TV,ok,3,1
23646,Rival Norman Syah,"kok bisa ada iklan setelah baca alquran? kaget, berisik banget di masjid.",1,0
23742,Muchamad Yasin,"Admin maaf sebelumnya alangkah baiknya gambar mata satu di ganti admin terimakasih, Assalamualaikum...",2,0
23877,Ahmad Shofi,bintang 3 karena alarm ga berfungsi,3,0
24022,Ratna Dwi,knapa skg ko susah utk pencet tanda terakhir dibaca ya.ko g bisa dipencet utk menandai terakhir dibaca??,3,0
24048,Nia S,Sebenarnya aplikasinya sudah bagus. Tidak lari kalau mencari ayat. Namun murotalnya suara kadang besar kadang kecil (tidak stabil) padahal penyetelannya sudah besar. Mohon disempurnakan kembali. Trims,3,1
24136,ade rahman,Salah terjemah surat 14:46 mohon diperbaiki,3,0
24204,Idris Suryadarma,kenapa di saya waktu ashar nya 16:30 ya...,3,0
24261,Nitizen Kritis,"•maksud saya biarkan seperti bahasa aslinya saja, dan jangan di Takwil menurut kemenag. •bahasa aslinya yang bener ialah #Ditangannya lah? (QS. Al-Mulk: 1) ini yang bener ? •kalau berdasar kemenag itu sudah di takwil menjadi yang #menguasai ? seharusnya jangan di takwil lagi biarlah ia menjadi murni #Di tangannya lah #pesan saya sama pembuat app ini.. •coba deh lihat terjemahan di app Alquran ( Haqq ) terjemahan app Alquran (Haqq) di sana tidak di takwil seperti di terjemahan kemenag ?",1,0
24323,Henry Ridhwan,mohon periksa Al kahf ayat 2 utk teks latinnya apakah sudah benar?,3,0
24338,A Google user,??^,1,0
24440,Restu Malianty,"overall this app is good. tapi yang membuat kurang nyaman adalah ketika ada telepon masuk berbarengan dengan suara adzan, suara adzan terdengar sangat kencang.",3,1
24467,A Google user,"kok punyaku sering gak bisa diplay ya suaranya?padahal udah update,tapi sering g ada suaranya.udah maksimal juga volume hpku",1,0
24471,Miftachul Jannah Kusnadi,"Tolong dipisahkan dengan tinta berwarna translate Al- Quran yg asli dengan tafsir, karena orang bisa salah faham. saya lebih suka versi yg ?ama, dimana arti yg asli tidak dicampuradukkan",3,0
24543,t.intan.p,"sebenernya ini oke, tapi masak harus download dulu sebelum denger murrotalnya? sd cardnya gak cukup :(",3,1
24634,?chmad Zulfikar,mengapa tidak ada tafsir Ibnu Katsir?,3,0
24701,arief suryana,usually prayer reminder notification doesn't ring,3,0
24858,A Google user,"bintang 1 supaya dibaca developer, nanti saya perbaiki bintangnya..... mungkin bisa ada fitur playlist... jadi pengguna bisa membuat beberapa playlist. misal... playlist 1. surat juz amma... play list 2 ayat2 ruqyah...playlist 3 .... playlist 4...dst",1,0
24910,Rubah Kecil,tambah tanda waqaf seperti di mushaf ustmani lebih bagus,3,0
24956,Rita Puspita Sari,"Bagus, sangat membantu, mudah dibaca, tapi mohon di cek untuk surat 40 & 41 nama suratnya beda dengan di Al-Qur'an, bacaan ayatnya sih sama. Mohon maaf jika mungkin saya yang salah.",3,1
25000,A Google user,Uninstall karena iklan sangat mengganggu,1,0
25012,Venti Juniasari,bagus sekali desain quran nya. huruf nya pun jelas terbaca. plus ada latin yg membantu membetulkan bacaan. tapi untuk arti dr ayat2 nya sebaiknya di ganti dengan arti yang belum d takwil. sangat d harapkan untuk versi arti quran yg tidak di takwil ??,2,1
25074,A NO,"Tampilan bagus dan rapih, masukan dari saya, jika bisa tolong tambahkan fitur auto backup, masalahnya saya suka di reset factory terus hape nya yang terkadang sering lupa di ayat berapa saat terakhir baca ?? edit : ketika layanan ""hubungi kami"" tidak terbalas dalam beberapa bulan, cuma bisa mengurangi bintang walau tak ada apa-apanya sama sekali. terimakasih",3,1
25082,Ghaniyu Ilmi,there was a not good advertisement,1,0
25109,Moch Alif Yasin Mubarok,Untuk audio tolong dibenerin pas jeda per ayatnya. Jadi kurang enak didenger,3,0
25119,syirli almaira channel,Because it can't install,1,0
25121,Renji Abarai,"TOLONG DONG SCROLL NYA DI PINDAH KE SEBELAH KANAN ATAU DIBIKIN PILIHAN HIDE. KARENA SERING KEPENCET TERUS!!!!! SY UNINSTALL! -- BUAT YG LAIN LEBIH BAIK INSTALL APLIKASI ""AL-QURAN TANPA IKLAN""",1,0
25123,A Google user,It crashed my system since the last update,2,0
25151,A Google user,Terlalu banyak iklan...,2,0
25178,Naim Recordian,"The layout is good, font, and sound of recite is good too. I like it",3,1
25197,shashe 02,Tambah lagi dong qorinya.,3,1
25205,A Google user,I like,3,1
25242,Anan Dafi,"Update yang baru sering bug, tiba2 keluar sendiri. Tampilannya bagus, tapi saya lebih suka tampilan yang sebelumnya",2,1
25260,RAJA CS,Tolong dibenahi. Nda bisa backup ke cloud? Notifnya gagal trus.. Setelah saya selidiki kenapa maksimal folder yg diijinkan hanya 16 buah folder? Folder ke 17 dan seterusnya pasti gagal backup ke cloud. Mohon kiranya tidak ada batasan dalam backup jumlah folder ke cloud karena kita jg butuh kategorisasi isi Al-Qur'an dengan pemberian nama pada folder2 tersebut..,1,0
25329,Zivana Zizi,"The app is always stopped, i don't know why",2,0
25340,Elizabeth,"Tidak bisa mendownload murottal, dengan alasan server tidak merespon / jaringan internet lambat, padahal jaringan internet dalam kondisi baik. Alarm shalat pun tidak berfungsi padahal sudah disetting berulang kali.",2,0
25361,Rifqi Irsyad,"Tolong tambahkan opsi size untuk font arabic, 26px menurut saya masih kecil :(",3,0
25405,Anggoro p,Tolong Update untuk tajwid warna nya dong. Dan perbanyak lagi pilihan suara qori ny. Barakallah,3,0
25429,Raihan Anwar Thaha,sebaiknya gunakan terjemahan tanpa takwil,3,0
25500,Jane Eka Kirana,ternyata terjemahannya ada yang dita'wil. lalu Alhamdulillah saya menemukan aplikasi lain yang tafsirnya sesuai dan fiturnya lebih lengkap (ada dzikir pagi petang & video kajian),2,0
25502,Kugelblitz video,"Artinya banyak yang di ta'wil, contoh tangan diganti jadi kekuasaan, Wajah Allah jadi Keridhaan, jangan Dengan Gampangnya men ta'wil",1,0
25524,Rahmad Aziz Syahulata Prima,Jangan menta'wil arti!,1,0
25526,Luthfi Azzammi,Tafsir qur'an nya sudah di ta'wil. Sangat tidak recommend karena meniadakan beberapa sifat Alloh,1,0
25529,kardjoe,Banyak asma wasifat yang di takwil,1,0
25551,blitz aditya,"Kecewa krna Kebanyakan suratnya gk bisa d download (murotal), alasan internet lambat dan server tidak merespon. bintang 5klo bisa di download semua. Tolong update pls.",3,0
25594,Chiraki Denziel,Bagis untuk semuanya cuma 1... kok adzannya gak keluar suaranya...ada petunjuknya saya udah ikutin tp tetep aja gak keluar suara adzannya,3,0
25601,Risqi Maulana,ada beberapa ayat yang terjemahan nya kurang (terpotong),3,0
25616,A Google user,Ok,3,1
25834,Rama Toha,Hilangin iklan,3,0
25915,Lutfia Marsya Elang Rahmanda,Thanks for helping people,3,1
26015,Widisa Tris Santiana,Good app,3,1
26025,rolinda septi mardiana,Segitu dulu soalnya baru download,3,0
26081,A Google user,Aplikasi ini sangat membantu Thanks for apk,3,1
26139,Daffa Ilham Restupratama,"Murotal-nya putus-putus antara setiap ayat, jadi aneh kalau Qari nya membaca lebih dari 1 ayat secara langsung (washal).",1,0
26184,A Google user,"Its so difficult to download each surah, and once an advertisment show up....you can not close or skip, your intention to read Al Qur'an is distracted and you can not start to read it before you follow the advertisement",3,0
26243,A Google user,Syeh ksih bntang tga dlu yeh nnti klo bgs bru syeh tmbhin OK mind,3,0
26325,Eberhard Mezurich,"Tolonglah. Please, are you still gona use this holy book for advertisement ? Can u imagine whenever I read quran I see unapropriate ads ? Besides, please check is it okay to make provit by placing ads in Quran. Altough its digital, its still quran. Its same as other quran whether printed or digital edition. Thank you.",2,0
26545,Taufik Hidayat,Tulung fix bugs share image to what's up error,3,0
26728,muhammad abduh suhada,Sayang sekali untuk mendownload murotal harus ada SSD,3,0
26812,Yuni Lestari,Why i cant make prayer time in my notification?? Sorry im not good in ,3,0
26915,Fifi Erlina,"Jadwal sholatnya salah, yg lainnya sdh bagus",3,1
27031,Wawan Art,Ads fullscreen disturb + backup account does not work ! Bad app,1,0
27059,DIY Simbah TV,"Yg dulu bisa dikopi, yg baru ini kenapa tidak bida dikopi? Sayang sekali, ",3,0
27119,Agus SW,Qualitas audio murotalnya tidak bagus. Banyak murotal terpotong bukan hanya  tetapi juga ditengah. Sangat mengganggu. Contohnya surat 84. Al  audio oleh Maher Al Muaiqly. Qualitas audio sangat jelek karena ,1,0
27138,Anas F Imron,"harusnya ditambah tanda ain (ruku), jadi bisa lbh yakin di ayat mana bisa  dibanding mushaf ",3,0
27182,Kajian Sunnah,karna terdapat musik dan perempuan yang membuka aurat. bagi ????? ?????. saya minta tolong kepada developer terkait dengan iklan tolong disamping bisa mengandung syahwat kalaupun ,2,0
27281,????,Setelah di update ke versi yg paling baru kok jadwal Sholat Ashar nya malah  tp di aplikasi tertulis jam 16. Beda  skrg malah jadi ,1,0
27308,Indana Zulfa,Mohon scroll sebelah kiri diperbaiki atau dinonaktifkan saja. Karena sangat ,3,0
27369,Agus Annur,There is lag quite annoying when moving from an ayat/verse to it's next nice n very,3,0
27371,Muhammad Hidayat,Inshaallah barokah,3,1
27411,Kartika Sari,Waktu sholat subuh sama imsaknya kok sama sih? Mohon diperbaiki jawdal ,3,0
27464,Claudia Elika Nathania,"Assalamu'alaikum, server untuk download murrotal Qori Mishary Rashid eror, ",2,0
27482,Arie Isdiana,"Lumayan, tp Kompas tidak aktif dan pendanda bacaan terakhir error",2,1
27609,Surono,"Mohon kalau bisa yang font indopak dibuat seperti font madinah, yang  sy tidak ragu memberi bintang 5. Maju ",3,0
27668,Purnama Wahyu,"suaranya lirih sendiri, kencang sendiri, hp posisi normal :(",2,0
27731,triputra wahyudi,Awal pemakaian sangat bagus.. tapi setelah sekitar semingguan aplikasinya  aplikasi sudah update yang terakhir. Mohon diperbaiki.. ,3,1
27787,Arinar R,Can you guys fix the network thing because i want to download my surah on ,3,0
27791,A Google user,thats very good,3,1
27806,Lala Irawati,Server murottal tdk merespon. Kenapa ya???,2,0
27878,sari wahyuni,Di surah Al Baqarah ayat 166 ada kesalahan penulisan ayat seharusnya ,2,0
27928,arif nugroho,"on call, adzan still on",2,1
28089,adit h,"Aplikasi berjalan dengan baik, namun saya menemukan iklan web misionaris nasrani dalam aplikasi ini, semoga kedepan iklan bisa tersaring lagi.",2,1
28196,Heroe wijayanto,mantap,3,1
28299,Brahmananda PT,Peringatan sholatnya tidak bunyi pada waktunya. Padahal seting sudah betuk ,3,0
28357,Isnawati Nugraheni,"meskipun rating bagus, tolong sering ditingkatkan",3,0
28379,Dini Kasman,Kalo ngaji selalu force close. jadi lupa biasa sudah di ayat berapa . mohon ,1,0
28390,Hanifan Rizki,"Aplikasi bagus, hanya saja untuk sebuah aplikasi Al-Quran masa iklan yang  jangan ",2,1
28393,San Rif,Tidak bisa download murrotal nya.,3,0
28408,Irsyad Huda,rasm utsmani yg ada hamzah washal dan ga ada sukunnya ga ada ya?,3,0
28417,Bimbim Libra,I like it,3,1
28475,Lulu Khoerunnisa,"Bagus, sangat membantu hanya saja pencarian nya kurang berfungsi secara ",3,1
28548,opan otsa,????????,3,1
28560,Aryawarman Mahzar,"Bagus, lebih bagus Lagi kalau ada versi tanpa iklan.",3,1
28693,A Google user,Adzannya gak nyala??,3,0
28726,Ari Novan,Audionya gabisa ya ? gada suara keluar,3,0
28739,yuli rosiyadi,Crash,1,0
28791,Apk4 Gaming,Ahmadulillah says dapat menghapal halelluyah,1,1
28825,Ivy Mahrani Aulya,"Maaf sangat terganggu sekali dgn iklannya, apalagi saat sedang membaca lafadz Al Quran tiba2 muncul iklan game yg dimana suaranya membuat konsentrasi buyar seketika. Mohon diminimalisir karena menurut saya kurang pantas adanya iklan tsb di aplikasi ini.",3,0
28831,Muhammad Rizki Sandi,Advertisement always spoils me,3,0
28840,Yoni Kurniawan,Sering hang,1,0
28847,M U T,"Mohon maaf sebelumnya memberi satu bintang, itu cuma supaya developer bisa melihat review saya, mau kasih masukan untuk Qori Murottal sebaiknya di kasih review untuk mendengarkan dulu saat memilih Qori nya. Terimakasih dev, semoga selalu dalam perlindungan Allah",1,0
28855,Saika Senpai,"good app, but if no ads will be great dan lebih berkah.",3,1
28863,Tukiman Kediri,Butuh mp3 quran beserta mp3 terjemahnya.,3,0
28881,Mala Sari,Setiap Kali mau dengar ngajinya dr aplikasi ini hrs download lagi Cape deeeh,2,0
28909,CMTO Workshop,"Pads surah Yusuf ayat 11 ismam nya ga ada, bisa ditambahi?",3,0
28958,Karika rayi,Kompas nya ngebug. Selebihnya insyaallah sudah baik.,3,1
28986,Hafizh Dannur,Tolong tambahkan Abdurrahman Al Ausy di daftar pilihan Qori. Setelah itu saya akan memberikan 5 bintang sempurna. Terimakasih,3,0
29044,Awaludin Pku,Semoga bermanfaat,3,1
29065,Jabbars,Mantap,3,1
29080,Channel Apa saja,Ini aplikasi offline atau online,1,0
29200,Muhamad Boby Reza,audio to listen the murratal have a problem please fix it...,1,0
29371,Exzy Hervan Kurniawan Abadi,Great,3,1
29396,Dodo Pujakesuma,"Klo mau bikin aplikasi berkah, gk perlu di tanemin iklan2 sgala om.",1,0
29469,Euis Kartika Sari,Bagaimana cara memasukkan postcode nya ya? Saya sdh membayar donasi tapi postcode nya selalu invalid. Mohon bantuannya,3,0
29491,Sulistrianto,Trima kasih,3,1
29550,Fahri Putra,To many ads,1,0
29554,6 bit,"Bagus tapi kok pengulangannya jadi lebih ribet dari yang sebelumnya. Khususnya kalo perayat. Kalo sebelumnya tinggal 1 kali ketuk maka ayat itu akan diulang2 terus menerus sampai dirubah. kalo sekarang harus masuk dan atur2 lg, terlalu makan banyak waktu daripada yg sebelumnya. Lebih sulit buat orang tua yg gak begitu paham masalah pengaturan. Kalo bisa qori mourottalnya ditambah lg",3,1
29616,Bayu Aryayudha Priambodo,"kok gada suara yaa, gimana cara betulinnya",3,0
29671,Ubay Bayoe,"Maaf, kok saya gak bisa ada suara murotalnya ya?",3,0
29708,Raga Kencana Kusuma,"Coba dicek lg, ada beberapa ayat yg dibaca fathah tetapi ditulis kasrah..mudah2an cepat diupdate agar tidak terjadi kesalahpahaman dlm membaca ayat2 Al Quran..terima kasih",3,0
29731,Rois Prasojo,Kenapa Nggak Bisa untuk suara murotal?,2,0
29761,syahruramadhan UlilAlbab,"Simple & great app..  Saya harap dapat diwarnai tajwidnya agar mumudahkan untuk membacanya dan juga semoga kedepannya jga ada pilihan utk tdk menampilkan huruf arapnya juga,  maksudnya kita bisa menampilkan kata per kata nya saja.  Thanks",3,1
29817,Azzahra Siti Ramadan,Tidak terdengar murotalnya,2,0
29892,Chaedir Dwiantara,"Abis baca alquran tiba2 ada iklan cewek joget2, bisa difilter gk sih iklannya?",3,0
29901,Dadang Widodo,Ok,3,1
29941,Muhammad Amin Rizky,Gabisa dengerin murotal di xiaomi 4x :(,1,0
30007,A Google user,Lumayan membantu,2,1
30026,Reny Anggraeni,Jadi bisa  Baca al quran d mana pun  dn kpn  saja,3,1
30033,Ahmad Nuruddin,Tampilan,2,0
30041,Tsaqif Albari,Ads blocks me from reading,1,0
30086,Fadlisubarja,Iklannya jgn di tengah min. Ga bisa di close.,1,0
30091,096 Fetcha Shofani Firdaus,Bagus banget aku suka! Tapi belum ada versi iOS ya?,3,1
30126,A Google user,"Posisi iklan sangat mengganggu. Setiap buka app ada iklan numpang diatas tombol pilihan, bukan di atas atau di bawah jadi ga bisa klik tombol",2,0
30155,Indrawan M.,Beberapa surat yg di download pada sebagian ayat tertentu suaranya lirih. Tidak sama semua. Jd perlu perbaikan agar nyaman di dengar.,3,0
30160,iman abdul,Banyak surat yg terpotong.... ex: at-takwir,1,0
30203,ALFATIH A,Murottal nya nggak ada suaranya,3,0
30264,Yusuf Rustandi,murotal nya error di play tapi suara nya ga ada . tolong di perbaiki,2,0
30515,untung Kane,halaaah pake banner,1,0
30550,Dn H,Believe in jesus,1,0
30594,endang sulistiya wati,banyak iklannya,3,0
30623,apritos,Mw ngilangin iklannya. Stelah klik donasi dan klik lanjut tapi gk berhasil terus,2,0
30653,Metrizal,Iklannya cukup mengganggu,2,0
30766,Harli Zihdan Koto,"Setelah update miui 9 audionya gabisa, update ya",2,0
30782,A Google user,Intrusive ads in a holy book? how dedicated.,3,0
30807,Anggit Amirul,"Versi terakhir untuk murotal ngaco, kadang keloncat ayatnya. Mohon diperbaiki.",3,0
30830,Sidiq Nurhidayat,Keren...,3,1
30847,Gua Lagi,Fasilitas index dan bookmark masih belum jalan.,3,0
30885,Vanisa indah Permanawati,I dont like too many advertisement,1,0
30911,Teguh Himawan,This is very good apk,3,1
30942,Safruddin Djamereng,Very Usefull,3,1
30980,Hasbi AS,"Bagus, tapi kemaren pas di update kenapa di hp saya langsung bootloop yaa mas..,akhirnya saya copot paksa pake twrp, mohon di update lg, sy belum berAni install lg cos takut bootloop lg. Untuk hapalan kereb bgt.",2,1
30981,Rony Hermawan,"Sayang,  murottal beberapa surat seperti dipotong2 dipadatin tapi jadi ga enak",2,0
30999,Ida Sari,Too easy jump to another surah:(,2,0
31046,A Google user,Just trying...,3,1
31049,A Google user,"Awalnya saya mau kasih rating 5 sampai ada iklan nyelonong menyanyikan jingle aneh di tengah pengajian. Tolong dong difilter iklannya,  kalau bisa tanpa suara.",3,0
31057,SNC,"Assalamu'alaykum .. apakah fitur terbaru sudah tidak tersedia notifikasi peringatan sebelum masuknya waktu sholat? Seingat saya, versi-versi terdahulu ada semacam notifikasi seperti itu. Misalkan 10 atau 15 menit sebelum adzan ada notifikasinya.",3,0
